"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe and Northern America","Bermuda","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","13.25","SOURCE:  Estimates of Revenue and Expenditure 2021-2022 (https://www.gov.bm/sites/default/files/Budget-Book-Approved.pdf)"
"SDG: Latin America and the Caribbean","Bolivia (Plurinational State of)","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","22.43",""
"SDG: Latin America and the Caribbean","Bolivia (Plurinational State of)","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","21.61",""
"SDG: Latin America and the Caribbean","Bolivia (Plurinational State of)","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","22.22",""
"SDG: Latin America and the Caribbean","Brazil","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.38",""
"SDG: Latin America and the Caribbean","Brazil","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.06",""
"SDG: Latin America and the Caribbean","Brazil","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.28",""
"SDG: Latin America and the Caribbean","Barbados","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","16.14",""
"SDG: Latin America and the Caribbean","Barbados","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","16.36","SOURCE:  Draft Estimates 2018 - 2019 (https://www.barbadosparliament.com/document/listall/3)"
"SDG: Latin America and the Caribbean","Barbados","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.84",""
"SDG: Latin America and the Caribbean","Barbados","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","12.72",""
"SDG: Latin America and the Caribbean","Barbados","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.86",""
"SDG: Central and Southern Asia","Bhutan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","17.80","SOURCE:  National Budget Financial Year 2022-23 (https://www.mof.gov.bt/wp-content/uploads/2022/06/Budget-Report-for-FY-2022-23-in-English.pdf)"
"SDG: Central and Southern Asia","Bhutan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","19.65","SOURCE:  National Budget Financial Year 2021-22 (https://www.mof.gov.bt/wp-content/uploads/2021/05/BUDGET-REPORT-FY-2021-22_ENGLISH.pdf)"
"SDG: Central and Southern Asia","Bhutan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","18.09","SOURCE:  ANNUAL FINANCIAL STATEMENTS of the ROYAL GOVERNMENT of BHUTAN for the YEAR ENDED 30 JUNE 2019 (https://www.mof.gov.bt/wp-content/uploads/2020/06/AFS_FY_2018-2019_English.pdf)"
"SDG: Central and Southern Asia","Bhutan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","18.55","SOURCE:  ANNUAL FINANCIAL STATEMENTS 2019-2020 (https://www.mof.gov.bt/wp-content/uploads/2021/05/AFS_FY_2019-2020.pdf`)"
"SDG: Central and Southern Asia","Bhutan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","17.21","SOURCE:  ANNUAL FINANCIAL STATEMENTS of the ROYAL GOVERNMENT of BHUTAN for the YEAR ENDED 30 JUNE 2018 (https://www.mof.gov.bt/wp-content/uploads/2019/05/AFS2017-18English.pdf)"
"SDG: Central and Southern Asia","Bhutan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","15.71","SOURCE:  ANNUAL FINANCIAL STATEMENTS of the ROYAL GOVERNMENT of BHUTAN for the YEAR ENDED 30 JUNE 2021 (https://www.mof.gov.bt/wp-content/uploads/2022/01/AFS_FY_2020-2021.pdf)"
"SDG: Sub-Saharan Africa","Botswana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","22.34","SOURCE:  2019 FUNCTIONAL CLASSIFICATION OF EXPENDITURE AND NET LENDING (https://www.finance.gov.bw/images/Budget-Tables/2019-20/Table-VI-Functional-Classification-of-Expenditure-and-Net-Lending.pdf)"
"SDG: Sub-Saharan Africa","Botswana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","21.32","SOURCE:  2018 FUNCTIONAL CLASSIFICATION OF EXPENDITURE AND NET LENDING (https://www.finance.gov.bw/images/DevelopmentandBudget/2018-19/TableVI201819.pdf)"
"SDG: Sub-Saharan Africa","Botswana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","21.47","SOURCE:  2019 FUNCTIONAL CLASSIFICATION OF EXPENDITURE AND NET LENDING (https://www.finance.gov.bw/images/Budget-Tables/2019-20/Table-VI-Functional-Classification-of-Expenditure-and-Net-Lending.pdf)"
"SDG: Sub-Saharan Africa","Central African Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","9.80","SOURCE:  Arretant le Budget de l'Etat 2019 (https://www.finances.gouv.cf/sites/default/files/2021-02/Loi%20de%20Finances%202019.pdf)"
"SDG: Sub-Saharan Africa","Central African Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","10.74","SOURCE:  Arretant le Budget de l'Etat 2022 (https://www.finances.gouv.cf/sites/default/files/2022-01/Loi%20Finances%20RCA%202022.pdf)"
"SDG: Sub-Saharan Africa","Central African Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","9.14","SOURCE:  Arretant le Budget de l'Etat 2018 (https://www.finances.gouv.cf/sites/default/files/2021-02/Loi%20de%20Finances%202018.pdf)"
"SDG: Sub-Saharan Africa","Central African Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","9.99","SOURCE:  Arretant le Budget de l'Etat 2023 (https://www.finances.gouv.cf/sites/default/files/2023-01/LOI%20DE%20FINANCES%202023.pdf)"
"SDG: Sub-Saharan Africa","Central African Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","9.09","SOURCE:  Arretant le Budget de l'Etat 2021 (https://www.finances.gouv.cf/sites/default/files/2021-02/Loi%20de%20Finances%202021.pdf)"
"SDG: Sub-Saharan Africa","Central African Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.78","SOURCE:  Arretant le Budget de l'Etat 2020 (https://www.finances.gouv.cf/sites/default/files/2021-02/Loi%20de%20Finances%202020.pdf)"
"SDG: Europe and Northern America","Canada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","12.93","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Canada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.05","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Canada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","11.05","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Canada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","12.65","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Canada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.88","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Switzerland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.55","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Switzerland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.24","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Switzerland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","15.46","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Switzerland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.65","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Chile","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","19.35",""
"SDG: Latin America and the Caribbean","Chile","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","21.23",""
"SDG: Latin America and the Caribbean","Chile","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","21.37",""
"SDG: Eastern and South-Eastern Asia","China","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.85","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.45","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.53","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.23","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Côte d'Ivoire","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","18.94",""
"SDG: Sub-Saharan Africa","Côte d'Ivoire","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","16.39",""
"SDG: Sub-Saharan Africa","Côte d'Ivoire","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","18.29",""
"SDG: Sub-Saharan Africa","Côte d'Ivoire","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","20.32",""
"SDG: Sub-Saharan Africa","Côte d'Ivoire","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","12.85","SOURCE:  LOI DE FINANCES N 2022-974 du 20/12/2020 PORTANT BUDGET DE LETAT POUR LANNEE 2023 (https://budget.gouv.ci/doc/loi/LDFI%202023.pdf)"
"SDG: Sub-Saharan Africa","Côte d'Ivoire","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","16.58",""
"SDG: Sub-Saharan Africa","Cameroon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","13.08","SOURCE:  Loi N2022/020 du 27 decembre 2022 portant loi de finances de la Republique du Cameroun pour lexercice 2023 (https://www.dgb.cm/zone-documentaire/#all_0-1708-2023-lois-de-finance-et-annexes)"
"SDG: Sub-Saharan Africa","Cameroon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.45","SOURCE:  Loi N2019/023 du 24 decembre 2019 portant loi de finances de la Republique du Cameroun pour lexercice 2020 (https://www.dgb.cm/zone-documentaire/#223-648-loi-de-finances-2020)"
"SDG: Sub-Saharan Africa","Cameroon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.18","SOURCE:  Loi N2018/022 du 11 decembre 2018 portant loi de finances de la Republique du Cameroun pour lexercice 2019 (https://www.dgb.cm/zone-documentaire/#223-289-loi-de-finances-2019)"
