"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Latin America and the Caribbean","Cayman Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","12.53","SOURCE:  Plan and Estimates 2022-2023 (https://www.gov.ky/publication-detail/plan-and-estimates-2022-2023)"
"SDG: Latin America and the Caribbean","Cayman Islands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.96","SOURCE:  Plan and Estimates 2018-2019 (https://caribbeanmigration.org/repository/cayman-islands-government-2018-2019-plan-estimates)"
"SDG: Northern Africa and Western Asia","Cyprus","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.94","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Cyprus","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.74","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Cyprus","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.79","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Cyprus","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.51","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Czechia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.27","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Czechia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.74","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Czechia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.88","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Czechia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.84","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Germany","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","9.64","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Germany","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.20","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Germany","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","8.85","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Germany","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","9.72","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Djibouti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","13.99","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Dominica","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","8.30",""
"SDG: Latin America and the Caribbean","Dominica","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.67",""
"SDG: Latin America and the Caribbean","Dominica","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","7.22","SOURCE:  Budget Address for Fiscal Year (https://finance.gov.dm/budget/budget-addresses/file/36-budget-address-2020-2021-the-road-to-dynamic-dominica-fostering-economic-resilience-by-hon-roosevelt-skerrit)"
"SDG: Latin America and the Caribbean","Dominica","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","8.45","SOURCE:  Budget Address for Fiscal Year (https://finance.gov.dm/budget/budget-addresses/file/25-budget-address-2017-2018-realising-a-modern-prosperous-dominica-by-honourable-roosevelt-skerrit-july-27-2017)"
"SDG: Latin America and the Caribbean","Dominica","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","6.41","SOURCE:  Budget Address for Fiscal Year 2022/23 (https://finance.gov.dm/budget/budget-addresses/file/40-budget-address-2022-2023)"
"SDG: Europe and Northern America","Denmark","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","11.92","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Denmark","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.89","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Denmark","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","12.65","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Denmark","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","12.74","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Dominican Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","22.03","SOURCE:  Ley - Presupuesto Gral. Del Estado 2023 (https://www.digepres.gob.do/wp-content/uploads/2023/03/1.-Ley-Presupuesto-General-del-Estado-2023.pdf)"
"SDG: Latin America and the Caribbean","Dominican Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","20.63","SOURCE:  Informe de Ejecucion Enero-Diciembre (https://www.digepres.gob.do/wp-content/uploads/2021/04/Informe-de-ejecucion-Enero-Diciembre-2020-vf1.pdf)"
"SDG: Latin America and the Caribbean","Dominican Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","20.01","SOURCE:  Informe Presupuesto Consolidado SPNF (https://www.digepres.gob.do/wp-content/uploads/2019/08/Informe-de-Consolidacion-2019-FINAL-2019-DIGEPRES.pdf)"
"SDG: Latin America and the Caribbean","Dominican Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","19.59","SOURCE:  Informe de Ejecucion Enero-Diciembre (https://www.digepres.gob.do/wp-content/uploads/2022/04/Informe-de-Ejecuci%C3%B3n-Enero-Diciembre-2021-VFweb.pdf; https://www.bancentral.gov.do/a/d/2534-precios)"
"SDG: Latin America and the Caribbean","Dominican Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","19.48","SOURCE:  Informe Presupuesto Consolidado SPNF (https://www.digepres.gob.do/wp-content/uploads/2019/08/Presupuesto-Consolidado-SPNF-Dominicano-2018-DIGEPRES.pdf)"
"SDG: Latin America and the Caribbean","Dominican Republic","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","22.44","SOURCE:  Ley No. 345-21 de Presupuesto General del Estado (https://www.digepres.gob.do/transparencia/wp-content/uploads/2022/01/LEY-DE-PRESUPUESTO-GENERAL-DEL-ESTADO-2022-1.pdf)"
"SDG: Northern Africa and Western Asia","Algeria","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.46","SOURCE:  Loi de finances  -  Journal officiel de la republique algerienne democratique et populaire -  Numero 79 - 30 decembre 2018 (https://www.mf.gov.dz/pdf/texte/lois_finances/F2018079.pdf)"
"SDG: Northern Africa and Western Asia","Algeria","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","13.10","SOURCE:  Loi de finances complementaire -  Ordonnances - Journal officiel de la republique algerienne democratique et populaire - Numero 53 - 4 aout 2022 (https://www.mf.gov.dz/images/pdf/loidefinancecomplementaire/F2022F53.pdf)"
"SDG: Northern Africa and Western Asia","Algeria","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","13.26","SOURCE:  Loi de finances -  Journal officiel de la republique algerienne democratique et populaire - Numero 89 - 29 decembre 2022 (https://www.mf.gov.dz/images/pdf/loidefinancecomplementaire/F2022089.pdf)"
"SDG: Northern Africa and Western Asia","Algeria","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","16.55","SOURCE:  Loi de finances  -  Journal officiel de la republique algerienne democratique et populaire -  Numero 81 - 30 decembre 2019 (https://www.mf.gov.dz/images/pdf/Algerie-LF-2020.pdf)"
"SDG: Northern Africa and Western Asia","Algeria","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","16.05","SOURCE:  Loi de finances complementaire -  Journal officiel de la republique algerienne democratique et populaire -  Numero 44 - 8 juin 2021 (https://www.mf.gov.dz/images/pdf/F2021044.pdf)"
"SDG: Northern Africa and Western Asia","Algeria","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.95","SOURCE:  Loi de finances complementaire -  Journal officiel de la republique algerienne democratique et populaire -  Numero 42 - 15 juillet 2018 (https://www.mf.gov.dz/pdf/texte/lois_finances_complementaire/F2018042.pdf)"
"SDG: Latin America and the Caribbean","Ecuador","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.39",""
"SDG: Latin America and the Caribbean","Ecuador","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.55","SOURCE:  Informe de Ejecucion Presupuestaria - Presupuesto General del Estado (https://www.finanzas.gob.ec/wp-content/uploads/downloads/2019/04/Informe-de-ejecucion-presupuestaria-anual-2018.pdf)"
"SDG: Latin America and the Caribbean","Ecuador","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","11.26",""
"SDG: Latin America and the Caribbean","Ecuador","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.32",""
"SDG: Latin America and the Caribbean","Ecuador","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","10.00",""
"SDG: Europe and Northern America","Spain","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","9.18","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Spain","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.02","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Spain","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","9.57","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Spain","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","9.58","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Estonia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","15.80","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Estonia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.28","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Estonia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.53","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Estonia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.25","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Ethiopia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","20.92","SOURCE:  National Education Budget 2021/22 (https://www.unicef.org/ethiopia/media/7041/file/National%20education%20budget.pdf)"
"SDG: Sub-Saharan Africa","Ethiopia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","22.45","SOURCE:  National Education Budget 2021/22 (https://www.unicef.org/ethiopia/media/7041/file/National%20education%20budget.pdf)"
"SDG: Sub-Saharan Africa","Ethiopia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","23.01","SOURCE:  National Education Budget 2021/22 (https://www.unicef.org/ethiopia/media/7041/file/National%20education%20budget.pdf)"
"SDG: Sub-Saharan Africa","Ethiopia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","23.56","SOURCE:  National Education Budget 2021/22 (https://www.unicef.org/ethiopia/media/7041/file/National%20education%20budget.pdf)"
"SDG: Sub-Saharan Africa","Ethiopia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","22.99","SOURCE:  National Education Budget 2021/22 (https://www.unicef.org/ethiopia/media/7041/file/National%20education%20budget.pdf)"
"SDG: Europe and Northern America","Finland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","10.40","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Finland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.24","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Finland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.23","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Finland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","10.52","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","Fiji","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.93","SOURCE:  Budget Estimates 2019-2020 (https://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/2019-2020-Budget-Estimates-As-Approved-by-Parliament.pdf)"
"SDG: Oceania","Fiji","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.05","SOURCE:  Budget Estimates 2019-2020 (https://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/2019-2020-Budget-Estimates-As-Approved-by-Parliament.pdf)"
"SDG: Oceania","Fiji","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.46","SOURCE:  Budget Estimates 2021-2022 (https://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/BUDGET_ESTIMATES_2021-2022_Web.pdf)"
"SDG: Oceania","Fiji","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","16.39","SOURCE:  Budget Estimates 2020-2021 (https://www.economy.gov.fj/images/Budget/budgetdocuments/estimates/Budget-Estimates-2020-2021_1.pdf)"
"SDG: Europe and Northern America","France","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","8.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","France","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","9.48","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","France","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","9.57","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","France","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","8.88","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","Micronesia (Federated States of)","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","17.13","SOURCE:  Combined Financial Statements (http://www.fsmopa.fm/files/fy2019/FSM_compiled%20fs18%20[Final%20Aug%202%202019].pdf)"
"SDG: Oceania","Micronesia (Federated States of)","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","18.61","SOURCE:  Direct country submission ()"
"SDG: Oceania","Micronesia (Federated States of)","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","18.11","SOURCE:  Combined Financial Statements (http://www.fsmopa.fm/files/FY%202020/FSM_compiled%20fs19%20[Final%20Feb%2024%202021].pdf)"
"SDG: Sub-Saharan Africa","Gabon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","15.36","SOURCE:  PROJET DE LOI DE FINANCES DE LANNEE 2022 (https://www.mays-mouissi.com/wp-content/uploads/2022/03/Journal-Officiel_n%C2%B0155-Bis-du-23-mars-2022__LOI-FIN-2022_Valide-OK.pdf)"
"SDG: Sub-Saharan Africa","Gabon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.61","SOURCE:  PROJET DE LOI DE FINANCES DE LANNEE 2019 (https://www.mays-mouissi.com/wp-content/uploads/2019/03/LOI-DE-FINANCES-2019-Gabon.pdf)"
"SDG: Sub-Saharan Africa","Gabon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","13.80","SOURCE:  PROJET DE LOI DE FINANCES DE LANNEE 2023 (https://www.mays-mouissi.com/wp-content/uploads/2022/11/PLF-2023.pdf)"
"SDG: Sub-Saharan Africa","Gabon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.07","SOURCE:  PROJET DE LOI DE FINANCES DE LANNEE 2020 (https://www.mays-mouissi.com/wp-content/uploads/2019/10/Projet-de-loi-de-finance-PLF-2020-Gabon.pdf)"
"SDG: Sub-Saharan Africa","Gabon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","13.57","SOURCE:  PROJET DE LOI DE FINANCES DE LANNEE 2023 (https://www.mays-mouissi.com/wp-content/uploads/2022/11/PLF-2023.pdf)"
"SDG: Sub-Saharan Africa","Gabon","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","15.76","SOURCE:  PROJET DE LOI DE FINANCES DE LANNEE 2021 (https://www.mays-mouissi.com/wp-content/uploads/2020/10/Gabon_Projet-de-loi-des-finances-2021-VF.pdf)"
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","12.11","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","12.02","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.73","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.23","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Georgia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.47","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Georgia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.07","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Georgia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.27","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Northern Africa and Western Asia","Georgia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.14","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Sub-Saharan Africa","Ghana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","13.18","SOURCE:  The Budget Statement and Economic Policy of the Government of Ghana for the 2022 Financial Year (https://mofep.gov.gh/sites/default/files/budget-statements/2022_Budget_Statement_v3.pdf)"
"SDG: Sub-Saharan Africa","Ghana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.27","SOURCE:  The Budget Statement and Economic Policy of the Government of Ghana for the 2019 Financial Year (https://www.mofep.gov.gh/publications/budget-statements)"
"SDG: Sub-Saharan Africa","Ghana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.17","SOURCE:  The Budget Statement and Economic Policy of the Government of Ghana for the 2021 Financial Year (https://www.mofep.gov.gh/publications/budget-statements)"
"SDG: Sub-Saharan Africa","Ghana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","18.60","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Sub-Saharan Africa","Ghana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","13.63","SOURCE:  The Budget Statement and Economic Policy of the Government of Ghana for the 2020 Financial Year (https://www.mofep.gov.gh/publications/budget-statements)"
"SDG: Sub-Saharan Africa","Ghana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","12.04","SOURCE:  The Budget Statement and Economic Policy of the Government of Ghana for the 2023 Financial Year (https://mofep.gov.gh/sites/default/files/budget-statements/2023-Budget-Statement_v4.pdf)"
"SDG: Sub-Saharan Africa","Guinea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","12.41",""
"SDG: Sub-Saharan Africa","Guinea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","10.03","SOURCE:  Loi L/2022/0016/CNT portant loi de Finances pour l'annee 2023 (https://mbudget.gov.gn/wp-content/uploads/2022/12/Texte-de-Loi-Et-Decret-de-promulgation-LF2023_221229_133628_removed.pdf)"
"SDG: Sub-Saharan Africa","Guinea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.50","SOURCE:  Ordonnance O/2021/0011/PRG/CNRD/SGG portant loi de Finances pour l'annee 2022 (http://www.droit-afrique.com/uploads/Guinee-LF-2022.pdf)"
"SDG: Sub-Saharan Africa","Guinea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.87",""
"SDG: Sub-Saharan Africa","Guinea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","11.95","SOURCE:  Loi L/2022/0016/CNT portant loi de Finances pour l'annee 2023 (https://mbudget.gov.gn/wp-content/uploads/2022/12/Texte-de-Loi-Et-Decret-de-promulgation-LF2023_221229_133628_removed.pdf)"
"SDG: Sub-Saharan Africa","Guinea","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.29",""
"SDG: Sub-Saharan Africa","Gambia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.28","SOURCE:  Expenditure Brief 2021 (https://mofea.gm/directorates/budget)"
"SDG: Sub-Saharan Africa","Gambia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","15.62","SOURCE:  Budget Appropriation Report 2023 (https://mofea.gm/directorates/budget)"
"SDG: Sub-Saharan Africa","Gambia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.36","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Sub-Saharan Africa","Gambia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","14.10","SOURCE:  Expenditure Brief 2019 (https://mofea.gm/directorates/budget)"
"SDG: Sub-Saharan Africa","Gambia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","14.48","SOURCE:  Budget Appropriation Report 2022 (https://mofea.gm/directorates/budget)"
"SDG: Sub-Saharan Africa","Gambia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","17.50","SOURCE:  Budget Appropriation Report 2023 (https://mofea.gm/directorates/budget)"
